QuestionId,AnswerId,CommentId,QuestionAuthor,AnswerAuthor,CommentAuthor,AnswerScore,Tags,CommentIndex,CommentDate,CommentScore,Comment,CommentGroups,HasEditsAfter,"EditGroups(EditIndex,MatchedGroups)",EditId,EditAuthor,EditDate,EditsByAuthor,EditsByOthers,"CommentMentions/Replies(MentionedUser,CommentAuthor)",Confirmed,Useful,Tangled,Category
33770129,33770290,55308869,Bing Gan,falsetru,Bing Gan,20,<python><python-3.x><ssl>,1,2015-11-18 2:16:34,1,"I guess there are some typo for the first solution, This works fine :D 
with urllib.request.urlopen(url_string, context=ctx) as u:
 f = open(file_name, 'wb')
 f.write(u.read())
Not sure if we have requests library in Python3 tho","['f = open', 'write(u.read())', 'urlopen(url_string, context=ctx)', 'urllib.request.urlopen(url_string, context=ctx)', ""open(file_name, 'wb')"", ""'wb'"", 'context=ctx', 'f.write(u.read())']",TRUE,"[(3, ['urlopen(url_string, context=ctx)', 'urllib.request.urlopen(url_string, context=ctx)'])]",104361994,falsetru,2015-11-18 2:28:07,1,0,,1,1,0,Correction
33776569,33776967,55320524,junior developper,dur,junior developper,2,<java><web-services><spring-security><roles>,1,2015-11-18 10:04:38,0,"even with this `<intercept-url pattern=""/*"" access=""hasAnyRole('ROLE_USER','ROLE_ADMIN')""/>` ?","['hasAnyRole', ""'ROLE_USER'"", '""hasAnyRole(\'ROLE_USER\',\'ROLE_ADMIN\')', 'ROLE_ADMIN', ""hasAnyRole('ROLE_USER','ROLE_ADMIN')"", 'ROLE_USER', ""'ROLE_ADMIN'"", '<intercept-url pattern=""/*"" access=""hasAnyRole(\'ROLE_USER\',\'ROLE_ADMIN\')""/>', 'pattern=""/*"" access']",TRUE,"[(2, ['hasAnyRole', ""'ROLE_USER'"", '""hasAnyRole(\'ROLE_USER\',\'ROLE_ADMIN\')', 'ROLE_ADMIN', ""hasAnyRole('ROLE_USER','ROLE_ADMIN')"", 'ROLE_USER', ""'ROLE_ADMIN'""])]",104386544,dur,2015-11-18 10:11:51,1,0,,1,0,0,Request
33791026,33792425,55381945,lomingchun,snd,Joseph,2,<python><pandas><dataframe>,1,2015-11-19 15:45:40,1,"Instead of dropping the column 'year', you can use `set_index`. this will simplify your code, if you like the index 'year' back to be a column, just use `reset_index('year')`. In this way, the code will be: `df.div(df.sum(1)/100, axis=0)`.","['df.div(df.sum(1)/100, axis=0)', 'set_index', 'axis=0', ""'year'"", ""reset_index('year')`. In this way, the code will be: `df.div(df.sum(1)/100, axis=0)"", ""reset_index('year')""]",TRUE,"[(5, [""'year'"", ""reset_index('year')""])]",104527898,snd,2015-11-19 20:14:56,1,0,,1,0,0,Solution
33832646,33832748,55438924,Jose Angel,Avraam Mavridis,Felix Kling,0,<javascript><ecmascript-6><babeljs>,1,2015-11-20 22:01:52,1,"*""The `this[0]` in your case is referring to the `this` of the `first()` function.""* What does that mean? *""So the this[0] in your case should be simply not defined.""* Why not? The OP clearly initializes the array with three elements.","['first()', 'this', 'this[0]']",TRUE,"[(4, ['first()'])]",104619032,Avraam Mavridis,2015-11-20 22:13:47,1,0,,1,0,0,Question
33837755,33838178,55441925,David,kindall,J2C,2,<python><printing><namespaces>,1,2015-11-21 0:37:45,0,"\_\_getattr\_\_ would only work correctly if there was not already an attribute with the same name within that NamePrint object, as \_\_getattr\_\_ is only called if the attribute doesn't exist on the object. Also, you are not protecting against potential memory leaks by calling del on the frame variable within \_\_getattr\_\_ when you are done with it",['NamePrint'],TRUE,"[(3, ['NamePrint'])]",104671200,kindall,2015-11-21 19:19:27,1,0,,1,0,0,Flaw
33851579,33851640,55468668,sonam Sharma,Ariful Haque,Ariful Haque,0,<php><arrays>,1,2015-11-22 6:21:03,0,"My `explode()` function was wrong.. try this ` $idArray = explode("","" ,$ids);` and let me know. I've updated the code.","['$idArray', 'idArray = explode', '$ids);', 'explode()', 'explode()` function was wrong.. try this ` $idArray = explode("","" ,$ids)', 'idArray', '$idArray = explode("","" ,$ids);']",TRUE,"[(3, ['$idArray', 'idArray = explode', '$ids);', 'idArray'])]",104691043,sonam Sharma,2015-11-22 6:21:28,0,1,"[('N/A', 'Ariful Haque')]",0,,,
33919794,33919877,55600989,Vinod Prime,Andrés Pérez-Albela H.,ShadowRanger,1,<python><python-2.7>,1,2015-11-25 15:11:12,1,"I'd use unpacking in the loop to simplify a bit, and if the set of values is known to be exactly three elements, always, you could also simplify the format line: `for item, values in a:`, `line = `{} {} {} {}\n`.format(item, *values)` (the final `write` line is unchanged). Also note: The OP put three spaces between the ""line header"" and the values.","['.format(item, *values)', 'line =', 'write', 'for item, values in a:', 'format(item, *values)` (the final `write` line is unchanged)', '.format(item, *values)` (the final `write` line is unchanged)']",TRUE,"[(2, ['.format(item, *values)'])]",104958433,Andrés Pérez-Albela H.,2015-11-25 15:15:02,1,0,,1,1,0,Solution
33971891,33971929,55701247,asaf,Standej,asaf,0,<php><mysqli><pdo>,1,2015-11-28 14:38:04,0,$username = $_SESSION['user']['username']; may be needs . to separate if its array. Not sure though.,"['username =', ""'username'"", ""$_SESSION['user']['username'];"", '_SESSION', '$username', ""'user'""]",TRUE,"[(3, ['username =', ""'username'"", ""$_SESSION['user']['username'];"", '_SESSION', '$username', ""'user'""])]",105176115,Standej,2015-11-28 15:28:57,1,0,,0,,,
34035502,34037428,55832232,None,DpEN,None,0,<php><jquery><html><json>,1,2015-12-02 9:05:35,0,EN now please check the DB_Functions.php code is it correct..??,"['DB_F', 'DB_Functions']",TRUE,"[(2, ['DB_F', 'DB_Functions'])]",105463311,DpEN,2015-12-02 14:44:52,1,0,,0,,,
34060171,34060235,55874518,Ghost108,IntelliJ Amiya,Ghost108,3,<android><tabs>,1,2015-12-03 7:54:38,1,"i put your code in my overview.class under the line ""viewPager.setAdapter(adapter);"" and set ...getTabAt(2), but tab 0 will be selected :/","['viewPager', 'setAdapter', 'getTabAt', 'setAdapter(adapter);"" and set ...getTabAt(2)', '""viewPager.setAdapter(adapter);"" and set ...getTabAt(2)']",TRUE,"[(3, ['viewPager'])]",105524547,IntelliJ Amiya,2015-12-03 8:40:56,1,0,,0,,,
34068966,34069130,55893905,Noob Coder,Lee,Noob Coder,0,<php><mysql><laravel><laravel-5.1><has-many>,1,2015-12-03 15:54:02,0,"actually my main app is too big, i just explained it in a nutshell so that i can get some ideas. in real there is no farmers table. i have table called User. there are 3 types of user. Admin, Agent and Farmer. Where Farmer is user_type_id = 3. Model Names are User.php , FarmerCrop.php. first i need to filter my farmers from the users table and then i have to search in the farmer_crop table if he is cultivating any crop or not. if he is cultivating any crop(like wheat) then i will return his name, so what will be the code? @lee","['farmer_crop', 'FarmerCrop', 'user_type_id = 3', 'crop(like wheat)', 'user_type_id']",TRUE,"[(2, ['user_type_id'])]",105560428,Lee,2015-12-03 16:00:03,1,0,,1,0,0,Disagree
34073804,34073927,55901026,Matthew S.,FrW,Alex Andrei,2,<php><get>,1,2015-12-03 18:54:23,1,"`$remove` is not inside `php` tags, it will print as is. $remove","['$remove', 'php']",TRUE,"[(2, ['$remove'])]",105573758,FrW,2015-12-03 18:57:14,1,0,,1,1,0,Error
34112738,34112810,55975741,AlphaBase,Josh Crozier,WhiteHat,1,<javascript>,1,2015-12-06 1:28:05,1,I didn't down vote but `A999` does not become `B001` using `incrementNumberInString('A999');` as requested...,"[""incrementNumberInString('A999')"", 'B001', 'A999', ""incrementNumberInString('A999');"", 'incrementNumberIn', ""'A999'""]",TRUE,"[(3, [""incrementNumberInString('A999')"", ""incrementNumberInString('A999');"", ""'A999'""])]",105733071,Josh Crozier,2015-12-06 1:38:52,1,0,,1,0,1,Error
34119935,34120216,55993369,Yi Huang,WoodChopper,Yi Huang,3,<python><pandas>,1,2015-12-06 20:29:00,0,"Thanks, Thanks, I changed the code with importing MySQLdb. Columns is ok now, but parse_dates has prob, : (... I have updated the post, you can see my code and error above.","['MySQLdb', 'parse_dates']",TRUE,"[(3, ['parse_dates'])]",105771654,WoodChopper,2015-12-06 20:37:47,1,0,,1,1,0,Error
34180963,34181379,56273058,goldlife,jedrzej.kurylo,goldlife,2,<php><laravel><laravel-5><eloquent><relationship>,1,2015-12-14 11:33:22,0,"no ... I dont want convert my array. I just wonder if there is the possibilty to extend my flat array ($productIds = [1,3,5,6];) into a multi dim array where the additional arrays are all the same like in my example above. So I have an array like $productIds , and another array like this: [
 'created_by' => 1,
 'updated_by' => 1
 ] and the second array has to be in place after each ID. And the question is: Is there a laravel way to get this, or is there anyway a solution WITHOUT a foreach of my $productIDs and attach the another array at each ID?","['productIds', ""'created_by'"", '$productIds', '$productIDs', 'productIDs', ""'updated_by'"", 'productIds = [1,3,5,6]']",TRUE,"[(2, ['productIds', ""'created_by'"", '$productIds', '$productIDs', 'productIDs', ""'updated_by'""])]",106346098,jedrzej.kurylo,2015-12-14 11:46:20,1,0,,1,0,0,Disagree
34194968,34195196,56136513,vijayrana,Alex Andrei,vijayrana,0,<php><xml><simplexml-load-string>,1,2015-12-10 6:46:53,0,$response is already a string variable. I just want to convert it to simple xml object.,['$response'],TRUE,"[(2, ['$response'])]",106058797,Alex Andrei,2015-12-10 7:00:23,1,0,,0,,,
34220532,34220750,56187509,abora,mrry,abora,110,<python><tensorflow><neural-network><deep-lear...,1,2015-12-11 10:53:35,0,"Thanks!

assign_op.run() gives an error:AttributeError: 'Tensor' object has no attribute 'run'. 

But sess.run(assign_op) runs perfectly fine.","['sess.run(assign_op)', 'assign_op', 'run(assign_op)', ""'Tensor'"", 'run()', ""'run'"", 'assign_op.run()', 'AttributeError']",TRUE,"[(2, ['assign_op', 'assign_op.run()'])]",106160701,mrry,2015-12-11 11:04:57,1,0,,1,1,0,Error
34240973,34241421,56226802,HelloRV,Pynchia,zvone,1,<python><python-3.x>,1,2015-12-12 17:03:21,1,Why not add some random decorations? `print('\n'.join(' '*(n-i)+'/'+''.join(random.choice(' # *') for _ in range(2*i))+'\\' for i in range(n)))` Merry Christmas :),"[""print('\\n'.join(' '*(n-i)+'/'+''.join(random.choice(' # *') for _ in range(2*i))+'\\\\' for i in range(n)))"", ""print('\\n'.join(' '*(n-i)+'/'+''.join(random.choice(' # *') for _ in range(2*i))+'\\\\' for i in range(n)))` Merry Christmas :)"", ""' '""]",TRUE,"[(2, [""' '""])]",106260563,Pynchia,2015-12-12 21:28:05,1,0,,1,0,0,Extension
34247458,34249550,56240883,R. Kap,Serge Ballesta,R. Kap,3,<python><function><python-3.x><turtle-graphics>,1,2015-12-13 9:31:32,0,"I tried this, and I imported the correct modules, but I am still getting the error `Traceback (most recent call last):
 File ""/Users/Rohan/Google Drive/K12 High School Documents/Computer_Science/section_5/assignment_5a.py"", line 452, in <module>
 drawingLock = thread.allocate_lock() NameError: name 'thread' is not defined`","[""'thread'"", '<module>', 'Computer_Science', 'thread.allocate_lock', 'allocate_lock()', 'thread.allocate_lock()', 'NameError', 'drawingLock = thread', 'drawingLock']",TRUE,"[(2, ['thread.allocate_lock', 'allocate_lock()', 'thread.allocate_lock()', 'drawingLock = thread'])]",106279333,Serge Ballesta,2015-12-13 9:45:18,1,0,,1,1,1,Error
34266402,34266530,56275840,Anthony,NSNoob,Anthony,0,<php><moodle>,1,2015-12-14 12:45:06,0,"<?php
$file = '//192.168.10.206/wwwroot/SABIS CORPORATE/PrepList/Documents/41/1516 Level I Arabic Basic Questions and Answers T1 الأسلوب الخبري.pdf';
// $text = iconv(""utf-16"",""utf-8"",$file);
$text = mb_convert_encoding($file, 'UTF-16', 'UTF-8');
echo $text;
if (file_exists($text)) { 
 echo ""true"";
}
else
{
 echo ""false"";
} 
?>","['$file);', '$file', '$text', 'text = mb_convert_encoding', 'iconv(""utf-16"",""utf-8"",$file)', 'PrepList', '$text;', '(file_exists($text))', 'mb_convert_encoding', 'file_exists($text))', 'text = iconv', '$text))', 'file =', ""mb_convert_encoding($file, 'UTF-16', 'UTF-8')"", '$file,']",TRUE,"[(4, ['$file);'])]",106352994,NSNoob,2015-12-14 13:15:23,1,0,,1,0,0,Other
34368529,34376447,56494838,kye,danh,kye,2,<javascript><swift><parse-platform>,1,2015-12-19 23:45:48,0,Where exactly should the loop be placed? Within the `httpResponse` function or `httpRequest`,"['httpResponse', 'httpRequest']",TRUE,"[(4, ['httpResponse'])]",106845554,danh,2015-12-21 5:58:16,2,1,,0,,,
34408423,34408681,56559149,Maria Nolorbe,Tim,Maria Nolorbe,4,<php><jquery><mysql><ajax>,1,2015-12-22 5:08:20,0,"What if I were to make it a SELECT OPTION dropdown list instead. For Example... <select name=""category""> <option value=""entertainment"">Entertainment</option> <option value=""catering"">Catering</option>","['</option>', 'name=""category""', 'value=""entertainment""', 'value=""catering""']",TRUE,"[(2, ['</option>', 'name=""category""'])]",106993713,Tim,2015-12-23 2:20:00,1,0,,1,0,0,Request
34423398,34423517,56588776,user5695111,Vinc,user5695111,2,<javascript><html><css><function>,1,2015-12-22 20:03:06,0,do I use document.querySelectorAll() for solving my problem? @user5626587,"['querySelectorAll()', 'document.querySelectorAll()', 'querySelectorAll']",TRUE,"[(2, ['querySelectorAll()', 'querySelectorAll'])]",107060787,Vinc,2015-12-23 22:55:27,1,0,,1,0,0,Request
34445214,34445236,56632448,Tom,Tyler Sebastian,Tom,3,<php>,1,2015-12-23 23:27:35,0,Would $data be defined since calling() is providing it?,"['calling()', '$data']",TRUE,"[(2, ['$data'])]",107062011,Tyler Sebastian,2015-12-23 23:29:46,1,0,,1,0,0,Question
34455331,34455384,56652659,craig,Steve Harris,user16538,3,<javascript><arrays><functional-programming>,1,2015-12-24 16:26:28,2,IMO the example would be better to understand if you renamed `getSomething` to `getName`,"['getSomething', 'getName']",TRUE,"[(2, ['getSomething', 'getName'])]",107104352,Steve Harris,2015-12-24 17:20:26,1,0,,1,0,0,Flaw
34466942,34466982,56675968,user5488652,marcinj,user5488652,0,<android><json><web-services><httpclient><http...,1,2015-12-25 22:33:20,0,I have no knowledge of AsyncTask. Is it 'total' different?,"[""'total'"", 'AsyncTask']",TRUE,"[(2, ['AsyncTask'])]",107149990,marcinj,2015-12-25 22:33:42,1,0,,0,,,
34510129,34510608,56765035,mikejohnvino,Pathik Vejani,mikejohnvino,0,<php><mysql>,1,2015-12-29 13:31:32,0,"Its working..Thanks.. I need to add one more table with Left join & need to use WHERE condition also..LEFT JOIN city AS cty ON rest.restaurant_city = cty.city_id and where condition is WHERE rest.restaurant_status = '1' ORDER BY FIELD(final_res_status , 'Open') DESC. How to use?","[""'1'"", ""FIELD(final_res_status , 'Open')"", 'restaurant_city = cty', 'rest.restaurant_status', ""'Open'"", 'rest.restaurant_city', 'cty.city_id', 'restaurant_status =']",TRUE,"[(2, [""'1'"", ""FIELD(final_res_status , 'Open')"", 'restaurant_city = cty', 'rest.restaurant_status', ""'Open'"", 'rest.restaurant_city', 'cty.city_id', 'restaurant_status ='])]",107339547,Pathik Vejani,2015-12-29 13:39:39,1,0,,1,0,0,Request
34557504,34557712,56859679,cute programmer,Sina Rezaei,cute programmer,1,<java><android><onclick>,1,2016-01-01 17:19:14,0,i make the solution easier for u .i just want my commented code in the uppermost code to be in a method checkAns(). and call that method in onClick(),"['onClick', 'checkAns(). and call that method in onClick()', 'checkAns']",TRUE,"[(3, ['onClick', 'checkAns'])]",107519496,Sina Rezaei,2016-01-01 17:23:17,1,0,,1,0,0,Disagree
34558737,34558760,56861047,Viral Bhoot,Zakaria Acharki,Viral Bhoot,1,<javascript><php><arrays><json><ajax>,1,2016-01-01 18:29:18,0,"The value of $data1['month_result'] and $data1['week_month_result'] is dufferent, so I can not do like this.","[""'month_result'"", ""'week_month_result'"", ""$data1['week_month_result']"", ""$data1['month_result']""]",TRUE,"[(2, [""'month_result'"", ""'week_month_result'""])]",107521820,Zakaria Acharki,2016-01-01 18:31:35,1,0,,0,,,
34574335,34574477,56894128,NateThePirate,Shanoor,Giuseppe Ricupero,1,<javascript><regex>,1,2016-01-03 8:40:15,0,"Try this: ``'this||is||a||test||'.split(/[\r\n|\n|\r]{2,}/)``. Output: ``[""this"", ""is"", ""a"", ""test"", """"]`` Change the square bracket with round ones if you want to use alternation, chars class doesn't work in that way.","['', 'split(/[\\r\\n|\\n|\\r]{2,}/)', ""'.split(/[\\r\\n|\\n|\\r]{2,}/)""]",TRUE,"[(3, ['split(/[\\r\\n|\\n|\\r]{2,}/)', ""'.split(/[\\r\\n|\\n|\\r]{2,}/)""])]",107593021,Shanoor,2016-01-03 8:54:08,1,0,,1,1,1,Correction
34575302,34575648,57045851,Ram lamsal,scaisEdge,Ram lamsal,0,<javascript><ajax><yii><jquery-post>,1,2016-01-07 8:24:19,0,"Should i use $.post( <?php echo Yii::app()->createAbsoluteUrl(""post""); ?> 
 { idList: selctedbox } ); instead","['$.post( <?php echo Yii::app()->createAbsoluteUrl(""post"")', 'createAbsoluteUrl', '$.post(', 'idList', 'post( <?php echo Yii::app()->createAbsoluteUrl(""post"")']",TRUE,"[(6, ['createAbsoluteUrl', '$.post(', 'idList'])]",107886766,scaisEdge,2016-01-07 8:30:22,1,0,,0,,,
34587924,34589083,56924477,mwafi,Abdou Tahiri,mwafi,0,<php><mysql><laravel><laravel-5>,1,2016-01-04 11:11:37,0,class 'Illuminate\Database\MySqlConnection' does not have a method 'insertGetId' https://laravel.com/docs/5.1/queries#inserts,"['MySql', ""' does not have a method '"", 'insertGetId']",TRUE,"[(2, ['insertGetId'])]",107658285,Abdou Tahiri,2016-01-04 12:37:39,1,0,,1,1,1,Error
34597767,34598078,56949503,Nickpick,Stefan,Nickpick,1,<python><pandas>,1,2016-01-04 23:39:48,0,"That looks good, how can I simply get the value of the 'MeasureValue' instead of the [{'Amount'... ?","[""'MeasureValue'"", ""'Amount'"", 'MeasureValue']",TRUE,"[(3, [""'Amount'"", 'MeasureValue'])]",107698890,Stefan,2016-01-04 23:43:41,1,0,,1,0,0,Request
34621629,34621690,56997458,bunnycode,Will P.,bunnycode,0,<javascript><local-storage>,1,2016-01-06 4:54:16,0,"I'm doing something wrong or it's not working. I tried:

`$(document).ready(function () {
 function init() {
 $("".something-container input"").each(function () {
 $(this).val(localStorage[$(this).attr(""name"")])
 } 
 }
 init();
});`","[""'m doing something wrong or it'"", 'init()', 'localStorage', '$("".something-container', 'each(function ()', '$(document).ready(function', 'ready(function ()', '$(this).val(localStorage[$(this).attr(""name"")])', '$(document).ready(function ()', 'val(localStorage[$(this).attr(""name"")])', '$("".something-container input"").each(function ()']",TRUE,"[(2, ['$("".something-container', '$("".something-container input"").each(function ()'])]",107848308,Will P.,2016-01-06 18:56:39,1,0,,1,0,0,Error
34629601,34629675,57005139,King Code,Context,King Code,0,<java><android><android-layout>,1,2016-01-06 9:43:50,0,I removed implements OnClickListener and now I get an error on ` tv_number.setOnClickListener(this);` a red line under (this ),"['setOnClickListener(this);` a red line under (this )', 'tv_number.setOnClickListener(this);', 'tv_number.setOnClickListener(this);` a red line under (this )', 'OnClick', 'setOnClick', 'tv_number']",TRUE,"[(2, ['tv_number.setOnClickListener(this);', 'setOnClick', 'tv_number'])]",107807225,Context,2016-01-06 9:45:16,1,0,,1,0,0,Error
34642753,34643059,57032408,DavidV,N. Wouda,Blckknght,2,<python><while-loop><finance><montecarlo>,1,2016-01-06 21:37:29,0,My point is mostly that the two variables in your code really represent the same thing at different times and should have related names. Whether that's `value` and `new_value` or `index` and `new_index` is a separate issue that I have no opinion on.,"['index', 'new_index', 'new_value', 'value']",TRUE,"[(3, ['new_index'])]",107859288,N. Wouda,2016-01-06 21:48:00,1,0,,1,1,0,Flaw
34648296,34648570,57043002,user5594493,Morifen,user5594493,0,<python><django><datetime>,1,2016-01-07 6:37:15,0,it is input and the format is `2016-1-5T5:00:00` . I am getting this input from smartphone,"['2016-1-5T5:00:00', '5T5']",TRUE,"[(3, ['5T5'])]",107883610,Morifen,2016-01-07 7:32:57,2,0,,0,,,
34625735,34702666,57151357,Ruchir Baronia,Stephen C,Ruchir Baronia,11,<java><android><if-statement><optimization><bi...,1,2016-01-10 6:19:17,0,"I am still confused about why we cannot rely on the `Bitmap object` comparisons. Also, I am only swapping the images, and not the actual buttons, so how do I attach the `HashMap` or `Tag` to a drawable? Thanks so much Stephen!","['HashMap', 'Bitmap object', 'Tag']",TRUE,"[(4, ['HashMap'])]",108098301,Stephen C,2016-01-10 6:50:59,1,0,,0,,,
34707819,34708387,57163285,Mavrick RMX',Soft Kaka,Mavrick RMX',0,<java><android><listview><android-studio>,1,2016-01-10 17:36:36,0,"so stupid sorry .. but always the same ://. when i debug, i got the InputStream of the image and when i come to the `if (listMessage.get(position).photo != null) {
 Bitmap bmp = BitmapFactory.decodeStream(listMessage.get(position).photo);
 imageContact.setImageBitmap(bmp);
 } else {
 imageContact.setImageBitmap(null);
 }` i go inside the ""if"" i set the image with the InputStream but didn't display it :/","['setImageBitmap(null)', 'decodeStream(listMessage.get(position).photo)', 'BitmapFactory.decodeStream(listMessage.get(position).photo)', 'listMessage', 'BitmapFactory', 'imageContact', 'bmp = BitmapFactory', 'setImageBitmap', 'setImageBitmap(bmp)', 'imageContact.setImageBitmap(null)', '(listMessage.get(position).photo != null)', 'imageContact.setImageBitmap(bmp)', 'InputStream', 'get(position).photo != null)', 'decodeStream']",TRUE,"[(3, ['setImageBitmap(null)', 'setImageBitmap', 'imageContact.setImageBitmap(null)'])]",108122161,Soft Kaka,2016-01-10 17:53:18,2,0,,1,0,0,Error
34759492,34759591,57264502,user092,Himanshu Upadhyay,Darren,0,<php><sql><arrays>,1,2016-01-13 6:16:10,1,What is `uniqueAssocArray()`?,"['uniqueAssocArray()', 'uniqueAssocArray']",TRUE,"[(2, ['uniqueAssocArray()', 'uniqueAssocArray'])]",108319858,Himanshu Upadhyay,2016-01-13 6:29:37,1,0,,1,0,0,Question
34868119,34868195,57475712,Marvin Bolanos,Duc Nguyen,Marvin Bolanos,0,<java><android>,1,2016-01-19 4:02:32,0,"Hey thanks for answering Duc, But i'm not understanding what you mean. I do not have the method OnPageLoaded, unless if I have to create one and how do I save the url into SharePreference? thanks.","['SharePreference', 'OnPage']",TRUE,"[(6, ['SharePreference'])]",108754425,Duc Nguyen,2016-01-19 4:40:35,3,2,,0,,,
34938553,34938619,57609684,Kyehee Kim,furas,Kyehee Kim,1,<python><parsing><beautifulsoup>,1,2016-01-22 3:56:18,0,"Thank you for your comment. But In my case, the number of every 'a' selector is more than 1000. If i use your way, i can't distinguish what i need. And i also know about basic instruction of beautifulsoup.","[""'a'""]",TRUE,"[(2, [""'a'""])]",109025280,furas,2016-01-22 4:18:26,1,0,,1,0,0,Disagree
34966059,34966098,57662654,TeeKayM,Martijn Pieters,TeeKayM,3,<python><list><python-3.x><append>,1,2016-01-23 16:57:51,0,Using the first solution that you provided gives me a `Line 13 in reader = csv(infile): TypeError: 'module' object is not callable` error. Do you know why that may be?,"['csv(infile)', ""'module'"", 'reader = csv', 'TypeError', ""Line 13 in reader = csv(infile): TypeError: 'module' object is not callable""]",TRUE,"[(2, ['csv(infile)'])]",109139466,Martijn Pieters,2016-01-23 16:58:07,1,0,,1,1,0,Error
35004578,35004710,57737889,Dusan Dimitrijevic,AMACB,Dusan Dimitrijevic,1,<java>,1,2016-01-26 0:27:12,1,without `toString() in method `randomFromSelection` works perfect.`,"['toString', 'randomFromSelection', 'works perfect.', 'toString()', 'toString() in method']",TRUE,"[(2, ['toString'])]",109292225,AMACB,2016-01-26 1:07:20,1,0,,1,1,0,Correction
35020550,35020809,57773235,Informer,schellingerht,Informer,1,<php><yii><message>,1,2016-01-26 20:32:43,0,i edited my first post too so i use my function in signup() where is soo hard to use this if which u send to me,['signup()'],TRUE,"[(3, ['signup()'])]",109361732,schellingerht,2016-01-26 20:35:52,1,0,,1,0,0,Request
35138578,35138755,58001417,smatthewenglish,midori,smatthewenglish,2,<python><python-2.7><csv><python-2.x>,1,2016-02-01 21:20:20,0,do you mean `starts=1`,['starts=1'],TRUE,"[(4, ['starts=1'])]",109823543,midori,2016-02-01 21:44:07,1,0,,1,1,0,Correction
35215984,35216133,58149081,UniSound Waterloo,Larry Lane,UniSound Waterloo,0,<javascript><jquery><angularjs><html5><ionic-f...,1,2016-02-05 5:41:00,0,"So I tried this:


<ion-nav-buttons side=""primary"" ng-click=""say();"">


$scope.say = function(){
 console.log('abcdef');
 alert('hihi');
 }

And it did not work","[""'abcdef'"", '""say()', 'say()', '$scope.say', ""log('abcdef')"", ""'hihi'"", ""console.log('abcdef')"", ""alert('hihi')"", 'side=""primary"" ng-click', 'function()', 'say = function']",TRUE,"[(2, ['""say()', 'say()', '$scope.say', 'say = function'])]",110149520,Larry Lane,2016-02-05 13:24:00,1,0,,1,0,0,Error
34354481,35219474,64988318,Rishi,Ingvar Evaldsson,Lev,3,<java><spring><rest><spring-mvc><wildfly-8>,1,2016-08-07 1:26:00,0,"I'm not able to upgrade my project to > 8.2.*, and your solution really saved me! Thank you. Note: You actually want to replace the original ```public Collection<String> getHeaders(final String name) ``` method, not the ```public String getHeader(final String name)``` method","['', 'Collection<String>', 'getHeaders(final String name) ``` method, not the ```public String getHeader(final String name)', '<String>', 'getHeader', 'public String getHeader(final String name)', 'getHeaders', 'public Collection<String> getHeaders(final String name)']",TRUE,"[(2, ['<String>', 'getHeader', 'getHeaders'])]",124504277,Ingvar Evaldsson,2016-08-09 8:12:14,1,0,,1,1,0,Error
35249774,35249783,73512259,Kunok,Walter Chapilliquen - wZVanG,user1837608,50,<javascript>,1,2017-04-05 2:22:04,0,"How would you modify this if you wanted to delete elements that contains part of your search term? `take this array [1, 2, 'delete', 4, 5, 'deleted', 6, 'will delete']`. What if one wanted to remove any element that matches even part of the string 'del'? So 'delete', 'deleted' and 'will delete' are all removed?","[""take this array [1, 2, 'delete', 4, 5, 'deleted', 6, 'will delete']"", ""'deleted'"", ""'del'"", ""'delete'"", ""'will delete'""]",TRUE,"[(3, [""'deleted'"", ""'delete'""])]",173916822,Walter Chapilliquen - wZVanG,2018-05-22 5:17:23,1,0,,0,,,
35252492,35252575,58218411,scottbear,ΦXocę 웃 Пepeúpa ツ,scottbear,1,<android><variables><android-activity>,1,2016-02-07 11:32:47,0,I tried your solution but i get: java.lang.RuntimeException: Parcelable encountered IOException writing serializable object (name = com.rs.approbot.Telnet) @Xoce,"['approbot.T', 'IOException', 'name = com', 'lang.R', 'RuntimeException']",TRUE,"[(4, ['approbot.T', 'IOException', 'name = com', 'lang.R', 'RuntimeException'])]",110266608,ΦXocę 웃 Пepeúpa ツ,2016-02-07 11:48:55,1,1,,0,,,
35303974,35308527,58337751,BriefHeart,Rust,BriefHeart,0,<php><html><sql-delete><filepath><delete-file>,1,2016-02-10 11:54:51,0,"Hi. this is a site for only my closes friends that I trust so I don't worry to much about sql injections but of course I should learn that. The user can only view the files they have uploaded them self on this page so how could they delete anyone else's?

How du I bild the values to this line:
 `$stmt->bind_param(""ii"", $result_set['file_id'], $user_id);`","['$user_id);', 'bind_param(""ii"", $result_set[\'file_id\'], $user_id)', ""'file_id'"", ""$result_set['file_id'],"", '$stmt->bind_param(""ii"", $result_set[\'file_id\'], $user_id);', '$stmt->bind_param(""ii"",']",TRUE,"[(2, ['bind_param(""ii"", $result_set[\'file_id\'], $user_id)', ""'file_id'"", ""$result_set['file_id'],"", '$stmt->bind_param(""ii"", $result_set[\'file_id\'], $user_id);'])]",110516562,Rust,2016-02-10 13:54:27,1,0,,0,,,
35331496,35332020,58372423,CodeMinion,Ophitect,CodeMinion,3,<android><listview>,1,2016-02-11 6:33:18,0,"I looked up the ArrayAdapter constructor, I see what I've been doing wrong now. I've been adapting code from samples I can find and making bad assumptions :P",['ArrayAdapter'],TRUE,"[(2, ['ArrayAdapter'])]",110576048,Ophitect,2016-02-11 6:38:39,1,0,,0,,,
